1 1.41421  0.346574 0.346574
5459 inf  inf inf
5460 inf  inf inf
5461 inf  inf inf
5462 inf  inf inf
5463 inf  inf inf
5464 inf  inf inf
5465 inf  inf inf
5466 inf  inf inf
5467 inf  inf inf
5468 inf  inf inf
5469 inf  inf inf
5470 inf  inf inf
5471 inf  inf inf
5472 inf  inf inf
5473 inf  inf inf
5474 inf  inf inf
5475 inf  inf inf
5476 inf  inf inf
5477 inf  inf inf
5478 inf  inf inf
5479 inf  inf inf
5480 inf  inf inf
5481 inf  inf inf
5482 inf  inf inf
5483 inf  inf inf
5484 inf  inf inf
5485 inf  inf inf
5486 inf  inf inf
5487 inf  inf inf
5488 inf  inf inf
5489 inf  inf inf
5490 inf  inf inf
5491 inf  inf inf
5492 inf  inf inf
5493 inf  inf inf
5494 inf  inf inf
5495 inf  inf inf
5496 inf  inf inf
5497 inf  inf inf
5498 inf  inf inf
5499 inf  inf inf
5500 inf  inf inf
5501 inf  inf inf
5502 inf  inf inf
5503 inf  inf inf
5504 inf  inf inf
5505 inf  inf inf
5506 inf  inf inf
5507 inf  inf inf
5508 inf  inf inf
5509 inf  inf inf
5510 inf  inf inf
5511 inf  inf inf
5512 inf  inf inf
5513 inf  inf inf
5514 inf  inf inf
5515 inf  inf inf
5516 inf  inf inf
5517 inf  inf inf
5518 inf  inf inf
5519 inf  inf inf
5520 inf  inf inf
5521 inf  inf inf
5522 inf  inf inf
5523 inf  inf inf
5524 inf  inf inf
5525 inf  inf inf
5526 inf  inf inf
5527 inf  inf inf
5528 inf  inf inf
5529 inf  inf inf
5530 inf  inf inf
5531 inf  inf inf
5532 inf  inf inf
5533 inf  inf inf
5534 inf  inf inf
5535 inf  inf inf
5536 inf  inf inf
5537 inf  inf inf
5538 inf  inf inf
5539 inf  inf inf
5540 inf  inf inf
5541 inf  inf inf
5542 inf  inf inf
5543 inf  inf inf
5544 inf  inf inf
5545 inf  inf inf
5546 inf  inf inf
5547 inf  inf inf
5548 inf  inf inf
5549 inf  inf inf
5550 inf  inf inf
5551 inf  inf inf
5552 inf  inf inf
5553 inf  inf inf
5554 inf  inf inf
5555 inf  inf inf
5556 inf  inf inf
5557 inf  inf inf
5558 inf  inf inf
5559 inf  inf inf
5560 inf  inf inf
5561 inf  inf inf
5562 inf  inf inf
5563 inf  inf inf
5564 inf  inf inf
5565 inf  inf inf
5566 inf  inf inf
5567 inf  inf inf
5568 inf  inf inf
5569 inf  inf inf
5570 inf  inf inf
5571 inf  inf inf
5572 inf  inf inf
5573 inf  inf inf
5574 inf  inf inf
5575 inf  inf inf
5576 inf  inf inf
5577 inf  inf inf
5578 inf  inf inf
5579 inf  inf inf
5580 inf  inf inf
5581 inf  inf inf
5582 inf  inf inf
5583 inf  inf inf
5584 inf  inf inf
5585 inf  inf inf
5586 inf  inf inf
5587 inf  inf inf
5588 inf  inf inf
5589 inf  inf inf
5590 inf  inf inf
5591 inf  inf inf
5592 inf  inf inf
5593 inf  inf inf
5594 inf  inf inf
5595 inf  inf inf
5596 inf  inf inf
5597 inf  inf inf
5598 inf  inf inf
5599 inf  inf inf
5600 inf  inf inf
5601 inf  inf inf
5602 inf  inf inf
5603 inf  inf inf
5604 inf  inf inf
5605 inf  inf inf
5606 inf  inf inf
5607 inf  inf inf
5608 inf  inf inf
5609 inf  inf inf
5610 inf  inf inf
5611 inf  inf inf
5612 inf  inf inf
5613 inf  inf inf
5614 inf  inf inf
5615 inf  inf inf
5616 inf  inf inf
5617 inf  inf inf
5618 inf  inf inf
5619 inf  inf inf
5620 inf  inf inf
5621 inf  inf inf
5622 inf  inf inf
5623 inf  inf inf
5624 inf  inf inf
5625 inf  inf inf
5626 inf  inf inf
5627 inf  inf inf
5628 inf  inf inf
5629 inf  inf inf
5630 inf  inf inf
5631 inf  inf inf
5632 inf  inf inf
5633 inf  inf inf
5634 inf  inf inf
5635 inf  inf inf
5636 inf  inf inf
5637 inf  inf inf
5638 inf  inf inf
5639 inf  inf inf
5640 inf  inf inf
5641 inf  inf inf
5642 inf  inf inf
5643 inf  inf inf
5644 inf  inf inf
5645 inf  inf inf
5646 inf  inf inf
5647 inf  inf inf
5648 inf  inf inf
5649 inf  inf inf
5650 inf  inf inf
5651 inf  inf inf
5652 inf  inf inf
5653 inf  inf inf
5654 inf  inf inf
5655 inf  inf inf
5656 inf  inf inf
5657 inf  inf inf
5658 inf  inf inf
5659 inf  inf inf
5660 inf  inf inf
5661 inf  inf inf
5662 inf  inf inf
5663 inf  inf inf
5664 inf  inf inf
5665 inf  inf inf
5666 inf  inf inf
5667 inf  inf inf
5668 inf  inf inf
5669 inf  inf inf
5670 inf  inf inf
5671 inf  inf inf
5672 inf  inf inf
5673 inf  inf inf
5674 inf  inf inf
5675 inf  inf inf
5676 inf  inf inf
5677 inf  inf inf
5678 inf  inf inf
5679 inf  inf inf
5680 inf  inf inf
5681 inf  inf inf
5682 inf  inf inf
5683 inf  inf inf
5684 inf  inf inf
5685 inf  inf inf
5686 inf  inf inf
5687 inf  inf inf
5688 inf  inf inf
5689 inf  inf inf
5690 inf  inf inf
5691 inf  inf inf
5692 inf  inf inf
5693 inf  inf inf
5694 inf  inf inf
5695 inf  inf inf
5696 inf  inf inf
5697 inf  inf inf
5698 inf  inf inf
5699 inf  inf inf
5700 inf  inf inf
5701 inf  inf inf
5702 inf  inf inf
5703 inf  inf inf
5704 inf  inf inf
5705 inf  inf inf
5706 inf  inf inf
5707 inf  inf inf
5708 inf  inf inf
5709 inf  inf inf
5710 inf  inf inf
5711 inf  inf inf
5712 inf  inf inf
5713 inf  inf inf
5714 inf  inf inf
5715 inf  inf inf
5716 inf  inf inf
5717 inf  inf inf
5718 inf  inf inf
5719 inf  inf inf
5720 inf  inf inf
5721 inf  inf inf
5722 inf  inf inf
5723 inf  inf inf
5724 inf  inf inf
5725 inf  inf inf
5726 inf  inf inf
5727 inf  inf inf
5728 inf  inf inf
5729 inf  inf inf
5730 inf  inf inf
5731 inf  inf inf
5732 inf  inf inf
5733 inf  inf inf
5734 inf  inf inf
5735 inf  inf inf
5736 inf  inf inf
5737 inf  inf inf
5738 inf  inf inf
5739 inf  inf inf
5740 inf  inf inf
5741 inf  inf inf
5742 inf  inf inf
5743 inf  inf inf
5744 inf  inf inf
5745 inf  inf inf
5746 inf  inf inf
5747 inf  inf inf
5748 inf  inf inf
5749 inf  inf inf
5750 inf  inf inf
5751 inf  inf inf
5752 inf  inf inf
5753 inf  inf inf
5754 inf  inf inf
5755 inf  inf inf
5756 inf  inf inf
5757 inf  inf inf
5758 inf  inf inf
5759 inf  inf inf
5760 inf  inf inf
5761 inf  inf inf
5762 inf  inf inf
5763 inf  inf inf
5764 inf  inf inf
5765 inf  inf inf
5766 inf  inf inf
5767 inf  inf inf
5768 inf  inf inf
5769 inf  inf inf
5770 inf  inf inf
5771 inf  inf inf
5772 inf  inf inf
5773 inf  inf inf
5774 inf  inf inf
5775 inf  inf inf
5776 inf  inf inf
5777 inf  inf inf
5778 inf  inf inf
5779 inf  inf inf
5780 inf  inf inf
5781 inf  inf inf
5782 inf  inf inf
5783 inf  inf inf
5784 inf  inf inf
5785 inf  inf inf
5786 inf  inf inf
5787 inf  inf inf
5788 inf  inf inf
5789 inf  inf inf
5790 inf  inf inf
5791 inf  inf inf
5792 inf  inf inf
5793 inf  inf inf
5794 inf  inf inf
5795 inf  inf inf
5796 inf  inf inf
5797 inf  inf inf
5798 inf  inf inf
5799 inf  inf inf
5800 inf  inf inf
5801 inf  inf inf
5802 inf  inf inf
5803 inf  inf inf
5804 inf  inf inf
5805 inf  inf inf
5806 inf  inf inf
5807 inf  inf inf
5808 inf  inf inf
5809 inf  inf inf
5810 inf  inf inf
5811 inf  inf inf
5812 inf  inf inf
5813 inf  inf inf
5814 inf  inf inf
5815 inf  inf inf
5816 inf  inf inf
5817 inf  inf inf
5818 inf  inf inf
5819 inf  inf inf
5820 inf  inf inf
5821 inf  inf inf
5822 inf  inf inf
5823 inf  inf inf
5824 inf  inf inf
5825 inf  inf inf
5826 inf  inf inf
5827 inf  inf inf
5828 inf  inf inf
5829 inf  inf inf
5830 inf  inf inf
5831 inf  inf inf
5832 inf  inf inf
5833 inf  inf inf
5834 inf  inf inf
5835 inf  inf inf
5836 inf  inf inf
5837 inf  inf inf
5838 inf  inf inf
5839 inf  inf inf
5840 inf  inf inf
5841 inf  inf inf
5842 inf  inf inf
5843 inf  inf inf
5844 inf  inf inf
5845 inf  inf inf
5846 inf  inf inf
5847 inf  inf inf
5848 inf  inf inf
5849 inf  inf inf
5850 inf  inf inf
5851 inf  inf inf
5852 inf  inf inf
5853 inf  inf inf
5854 inf  inf inf
5855 inf  inf inf
5856 inf  inf inf
5857 inf  inf inf
5858 inf  inf inf
5859 inf  inf inf
5860 inf  inf inf
5861 inf  inf inf
5862 inf  inf inf
5863 inf  inf inf
5864 inf  inf inf
5865 inf  inf inf
5866 inf  inf inf
5867 inf  inf inf
5868 inf  inf inf
5869 inf  inf inf
5870 inf  inf inf
5871 inf  inf inf
5872 inf  inf inf
5873 inf  inf inf
5874 inf  inf inf
5875 inf  inf inf
5876 inf  inf inf
5877 inf  inf inf
5878 inf  inf inf
5879 inf  inf inf
5880 inf  inf inf
5881 inf  inf inf
5882 inf  inf inf
5883 inf  inf inf
5884 inf  inf inf
5885 inf  inf inf
5886 inf  inf inf
5887 inf  inf inf
5888 inf  inf inf
5889 inf  inf inf
5890 inf  inf inf
5891 inf  inf inf
5892 inf  inf inf
5893 inf  inf inf
5894 inf  inf inf
5895 inf  inf inf
5896 inf  inf inf
5897 inf  inf inf
5898 inf  inf inf
5899 inf  inf inf
5900 inf  inf inf
5901 inf  inf inf
5902 inf  inf inf
5903 inf  inf inf
5904 inf  inf inf
5905 inf  inf inf
5906 inf  inf inf
5907 inf  inf inf
5908 inf  inf inf
5909 inf  inf inf
5910 inf  inf inf
5911 inf  inf inf
5912 inf  inf inf
5913 inf  inf inf
5914 inf  inf inf
5915 inf  inf inf
5916 inf  inf inf
5917 inf  inf inf
5918 inf  inf inf
5919 inf  inf inf
5920 inf  inf inf
5921 inf  inf inf
5922 inf  inf inf
5923 inf  inf inf
5924 inf  inf inf
5925 inf  inf inf
5926 inf  inf inf
5927 inf  inf inf
5928 inf  inf inf
5929 inf  inf inf
5930 inf  inf inf
5931 inf  inf inf
5932 inf  inf inf
5933 inf  inf inf
5934 inf  inf inf
5935 inf  inf inf
5936 inf  inf inf
5937 inf  inf inf
5938 inf  inf inf
5939 inf  inf inf
5940 inf  inf inf
5941 inf  inf inf
5942 inf  inf inf
5943 inf  inf inf
5944 inf  inf inf
5945 inf  inf inf
5946 inf  inf inf
5947 inf  inf inf
5948 inf  inf inf
5949 inf  inf inf
5950 inf  inf inf
5951 inf  inf inf
5952 inf  inf inf
5953 inf  inf inf
5954 inf  inf inf
5955 inf  inf inf
5956 inf  inf inf
5957 inf  inf inf
5958 inf  inf inf
5959 inf  inf inf
5960 inf  inf inf
5961 inf  inf inf
5962 inf  inf inf
5963 inf  inf inf
5964 inf  inf inf
5965 inf  inf inf
5966 inf  inf inf
5967 inf  inf inf
5968 inf  inf inf
5969 inf  inf inf
5970 inf  inf inf
5971 inf  inf inf
5972 inf  inf inf
5973 inf  inf inf
5974 inf  inf inf
5975 inf  inf inf
5976 inf  inf inf
5977 inf  inf inf
5978 inf  inf inf
5979 inf  inf inf
5980 inf  inf inf
5981 inf  inf inf
5982 inf  inf inf
5983 inf  inf inf
5984 inf  inf inf
5985 inf  inf inf
5986 inf  inf inf
5987 inf  inf inf
5988 inf  inf inf
5989 inf  inf inf
5990 inf  inf inf
5991 inf  inf inf
5992 inf  inf inf
5993 inf  inf inf
5994 inf  inf inf
5995 inf  inf inf
5996 inf  inf inf
5997 inf  inf inf
5998 inf  inf inf
5999 inf  inf inf
6000 inf  inf inf
6001 inf  inf inf
6002 inf  inf inf
6003 inf  inf inf
6004 inf  inf inf
6005 inf  inf inf
6006 inf  inf inf
6007 inf  inf inf
6008 inf  inf inf
6009 inf  inf inf
6010 inf  inf inf
6011 inf  inf inf
6012 inf  inf inf
6013 inf  inf inf
6014 inf  inf inf
6015 inf  inf inf
6016 inf  inf inf
6017 inf  inf inf
6018 inf  inf inf
6019 inf  inf inf
6020 inf  inf inf
6021 inf  inf inf
6022 inf  inf inf
6023 inf  inf inf
6024 inf  inf inf
6025 inf  inf inf
6026 inf  inf inf
6027 inf  inf inf
6028 inf  inf inf
6029 inf  inf inf
6030 inf  inf inf
6031 inf  inf inf
6032 inf  inf inf
6033 inf  inf inf
6034 inf  inf inf
6035 inf  inf inf
6036 inf  inf inf
6037 inf  inf inf
6038 inf  inf inf
6039 inf  inf inf
6040 inf  inf inf
6041 inf  inf inf
6042 inf  inf inf
6043 inf  inf inf
6044 inf  inf inf
6045 inf  inf inf
6046 inf  inf inf
6047 inf  inf inf
6048 inf  inf inf
6049 inf  inf inf
6050 inf  inf inf
6051 inf  inf inf
6052 inf  inf inf
6053 inf  inf inf
6054 inf  inf inf
6055 inf  inf inf
6056 inf  inf inf
6057 inf  inf inf
6058 inf  inf inf
6059 inf  inf inf
6060 inf  inf inf
6061 inf  inf inf
6062 inf  inf inf
6063 inf  inf inf
6064 inf  inf inf
6065 inf  inf inf
6066 inf  inf inf
6067 inf  inf inf
6068 inf  inf inf
6069 inf  inf inf
6070 inf  inf inf
6071 inf  inf inf
6072 inf  inf inf
6073 inf  inf inf
6074 inf  inf inf
6075 inf  inf inf
6076 inf  inf inf
6077 inf  inf inf
6078 inf  inf inf
6079 inf  inf inf
6080 inf  inf inf
6081 inf  inf inf
6082 inf  inf inf
6083 inf  inf inf
6084 inf  inf inf
6085 inf  inf inf
6086 inf  inf inf
6087 inf  inf inf
6088 inf  inf inf
6089 inf  inf inf
6090 inf  inf inf
6091 inf  inf inf
6092 inf  inf inf
6093 inf  inf inf
6094 inf  inf inf
6095 inf  inf inf
6096 inf  inf inf
6097 inf  inf inf
6098 inf  inf inf
6099 inf  inf inf
6100 inf  inf inf
6101 inf  inf inf
6102 inf  inf inf
6103 inf  inf inf
6104 inf  inf inf
6105 inf  inf inf
6106 inf  inf inf
6107 inf  inf inf
6108 inf  inf inf
6109 inf  inf inf
6110 inf  inf inf
6111 inf  inf inf
6112 inf  inf inf
6113 inf  inf inf
6114 inf  inf inf
6115 inf  inf inf
6116 inf  inf inf
6117 inf  inf inf
6118 inf  inf inf
6119 inf  inf inf
6120 inf  inf inf
6121 inf  inf inf
6122 inf  inf inf
6123 inf  inf inf
6124 inf  inf inf
6125 inf  inf inf
6126 inf  inf inf
6127 inf  inf inf
6128 inf  inf inf
6129 inf  inf inf
6130 inf  inf inf
6131 inf  inf inf
6132 inf  inf inf
6133 inf  inf inf
6134 inf  inf inf
6135 inf  inf inf
6136 inf  inf inf
6137 inf  inf inf
6138 inf  inf inf
6139 inf  inf inf
6140 inf  inf inf
6141 inf  inf inf
6142 inf  inf inf
6143 inf  inf inf
6144 inf  inf inf
6145 inf  inf inf
6146 inf  inf inf
6147 inf  inf inf
6148 inf  inf inf
6149 inf  inf inf
6150 inf  inf inf
6151 inf  inf inf
6152 inf  inf inf
6153 inf  inf inf
6154 inf  inf inf
6155 inf  inf inf
6156 inf  inf inf
6157 inf  inf inf
6158 inf  inf inf
6159 inf  inf inf
6160 inf  inf inf
6161 inf  inf inf
6162 inf  inf inf
6163 inf  inf inf
6164 inf  inf inf
6165 inf  inf inf
6166 inf  inf inf
6167 inf  inf inf
6168 inf  inf inf
6169 inf  inf inf
6170 inf  inf inf
6171 inf  inf inf
6172 inf  inf inf
6173 inf  inf inf
6174 inf  inf inf
6175 inf  inf inf
6176 inf  inf inf
6177 inf  inf inf
6178 inf  inf inf
6179 inf  inf inf
6180 inf  inf inf
6181 inf  inf inf
6182 inf  inf inf
6183 inf  inf inf
6184 inf  inf inf
6185 inf  inf inf
6186 inf  inf inf
6187 inf  inf inf
6188 inf  inf inf
6189 inf  inf inf
6190 inf  inf inf
6191 inf  inf inf
6192 inf  inf inf
6193 inf  inf inf
6194 inf  inf inf
6195 inf  inf inf
6196 inf  inf inf
6197 inf  inf inf
6198 inf  inf inf
6199 inf  inf inf
6200 inf  inf inf
6201 inf  inf inf
6202 inf  inf inf
6203 inf  inf inf
6204 inf  inf inf
6205 inf  inf inf
6206 inf  inf inf
6207 inf  inf inf
6208 inf  inf inf
6209 inf  inf inf
6210 inf  inf inf
6211 inf  inf inf
6212 inf  inf inf
6213 inf  inf inf
6214 inf  inf inf
6215 inf  inf inf
6216 inf  inf inf
6217 inf  inf inf
6218 inf  inf inf
6219 inf  inf inf
6220 inf  inf inf
6221 inf  inf inf
6222 inf  inf inf
6223 inf  inf inf
6224 inf  inf inf
6225 inf  inf inf
6226 inf  inf inf
6227 inf  inf inf
6228 inf  inf inf
6229 inf  inf inf
6230 inf  inf inf
6231 inf  inf inf
6232 inf  inf inf
6233 inf  inf inf
6234 inf  inf inf
6235 inf  inf inf
6236 inf  inf inf
6237 inf  inf inf
6238 inf  inf inf
6239 inf  inf inf
6240 inf  inf inf
6241 inf  inf inf
6242 inf  inf inf
6243 inf  inf inf
6244 inf  inf inf
6245 inf  inf inf
6246 inf  inf inf
6247 inf  inf inf
6248 inf  inf inf
6249 inf  inf inf
6250 inf  inf inf
6251 inf  inf inf
6252 inf  inf inf
6253 inf  inf inf
6254 inf  inf inf
6255 inf  inf inf
6256 inf  inf inf
6257 inf  inf inf
6258 inf  inf inf
6259 inf  inf inf
6260 inf  inf inf
6261 inf  inf inf
6262 inf  inf inf
6263 inf  inf inf
6264 inf  inf inf
6265 inf  inf inf
6266 inf  inf inf
6267 inf  inf inf
6268 inf  inf inf
6269 inf  inf inf
6270 inf  inf inf
6271 inf  inf inf
6272 inf  inf inf
6273 inf  inf inf
6274 inf  inf inf
6275 inf  inf inf
6276 inf  inf inf
6277 inf  inf inf
6278 inf  inf inf
6279 inf  inf inf
6280 inf  inf inf
6281 inf  inf inf
6282 inf  inf inf
6283 inf  inf inf
6284 inf  inf inf
6285 inf  inf inf
6286 inf  inf inf
6287 inf  inf inf
6288 inf  inf inf
6289 inf  inf inf
6290 inf  inf inf
6291 inf  inf inf
6292 inf  inf inf
6293 inf  inf inf
6294 inf  inf inf
6295 inf  inf inf
6296 inf  inf inf
6297 inf  inf inf
6298 inf  inf inf
6299 inf  inf inf
6300 inf  inf inf
6301 inf  inf inf
6302 inf  inf inf
6303 inf  inf inf
6304 inf  inf inf
6305 inf  inf inf
6306 inf  inf inf
6307 inf  inf inf
6308 inf  inf inf
6309 inf  inf inf
6310 inf  inf inf
6311 inf  inf inf
6312 inf  inf inf
6313 inf  inf inf
6314 inf  inf inf
6315 inf  inf inf
6316 inf  inf inf
6317 inf  inf inf
6318 inf  inf inf
6319 inf  inf inf
6320 inf  inf inf
6321 inf  inf inf
6322 inf  inf inf
6323 inf  inf inf
6324 inf  inf inf
6325 inf  inf inf
6326 inf  inf inf
6327 inf  inf inf
6328 inf  inf inf
6329 inf  inf inf
6330 inf  inf inf
6331 inf  inf inf
6332 inf  inf inf
6333 inf  inf inf
6334 inf  inf inf
6335 inf  inf inf
6336 inf  inf inf
6337 inf  inf inf
6338 inf  inf inf
6339 inf  inf inf
6340 inf  inf inf
6341 inf  inf inf
6342 inf  inf inf
6343 inf  inf inf
6344 inf  inf inf
6345 inf  inf inf
6346 inf  inf inf
6347 inf  inf inf
6348 inf  inf inf
6349 inf  inf inf
6350 inf  inf inf
6351 inf  inf inf
6352 inf  inf inf
6353 inf  inf inf
6354 inf  inf inf
6355 inf  inf inf
6356 inf  inf inf
6357 inf  inf inf
6358 inf  inf inf
6359 inf  inf inf
6360 inf  inf inf
6361 inf  inf inf
6362 inf  inf inf
6363 inf  inf inf
6364 inf  inf inf
6365 inf  inf inf
6366 inf  inf inf
6367 inf  inf inf
6368 inf  inf inf
6369 inf  inf inf
6370 inf  inf inf
6371 inf  inf inf
6372 inf  inf inf
6373 inf  inf inf
6374 inf  inf inf
6375 inf  inf inf
6376 inf  inf inf
6377 inf  inf inf
6378 inf  inf inf
6379 inf  inf inf
6380 inf  inf inf
6381 inf  inf inf
6382 inf  inf inf
6383 inf  inf inf
6384 inf  inf inf
6385 inf  inf inf
6386 inf  inf inf
6387 inf  inf inf
6388 inf  inf inf
6389 inf  inf inf
6390 inf  inf inf
6391 inf  inf inf
6392 inf  inf inf
6393 inf  inf inf
6394 inf  inf inf
6395 inf  inf inf
6396 inf  inf inf
6397 inf  inf inf
6398 inf  inf inf
6399 inf  inf inf
6400 inf  inf inf
6401 inf  inf inf
6402 inf  inf inf
6403 inf  inf inf
6404 inf  inf inf
6405 inf  inf inf
6406 inf  inf inf
6407 inf  inf inf
6408 inf  inf inf
6409 inf  inf inf
6410 inf  inf inf
6411 inf  inf inf
6412 inf  inf inf
6413 inf  inf inf
6414 inf  inf inf
6415 inf  inf inf
6416 inf  inf inf
6417 inf  inf inf
6418 inf  inf inf
6419 inf  inf inf
6420 inf  inf inf
6421 inf  inf inf
6422 inf  inf inf
6423 inf  inf inf
6424 inf  inf inf
6425 inf  inf inf
6426 inf  inf inf
6427 inf  inf inf
6428 inf  inf inf
6429 inf  inf inf
6430 inf  inf inf
6431 inf  inf inf
6432 inf  inf inf
6433 inf  inf inf
6434 inf  inf inf
6435 inf  inf inf
6436 inf  inf inf
6437 inf  inf inf
6438 inf  inf inf
6439 inf  inf inf
6440 inf  inf inf
6441 inf  inf inf
6442 inf  inf inf
6443 inf  inf inf
6444 inf  inf inf
6445 inf  inf inf
6446 inf  inf inf
6447 inf  inf inf
6448 inf  inf inf
6449 inf  inf inf
6450 inf  inf inf
6451 inf  inf inf
6452 inf  inf inf
6453 inf  inf inf
6454 inf  inf inf
6455 inf  inf inf
6456 inf  inf inf
6457 inf  inf inf
6458 inf  inf inf
6459 inf  inf inf
6460 inf  inf inf
6461 inf  inf inf
6462 inf  inf inf
6463 inf  inf inf
6464 inf  inf inf
6465 inf  inf inf
6466 inf  inf inf
6467 inf  inf inf
6468 inf  inf inf
6469 inf  inf inf
6470 inf  inf inf
6471 inf  inf inf
6472 inf  inf inf
6473 inf  inf inf
6474 inf  inf inf
6475 inf  inf inf
6476 inf  inf inf
6477 inf  inf inf
6478 inf  inf inf
6479 inf  inf inf
6480 inf  inf inf
6481 inf  inf inf
6482 inf  inf inf
6483 inf  inf inf
6484 inf  inf inf
6485 inf  inf inf
6486 inf  inf inf
6487 inf  inf inf
6488 inf  inf inf
6489 inf  inf inf
6490 inf  inf inf
6491 inf  inf inf
6492 inf  inf inf
6493 inf  inf inf
6494 inf  inf inf
6495 inf  inf inf
6496 inf  inf inf
6497 inf  inf inf
6498 inf  inf inf
6499 inf  inf inf
6500 inf  inf inf
6501 inf  inf inf
6502 inf  inf inf
6503 inf  inf inf
6504 inf  inf inf
6505 inf  inf inf
6506 inf  inf inf
6507 inf  inf inf
6508 inf  inf inf
6509 inf  inf inf
6510 inf  inf inf
6511 inf  inf inf
6512 inf  inf inf
6513 inf  inf inf
6514 inf  inf inf
6515 inf  inf inf
6516 inf  inf inf
6517 inf  inf inf
6518 inf  inf inf
6519 inf  inf inf
6520 inf  inf inf
6521 inf  inf inf
6522 inf  inf inf
6523 inf  inf inf
6524 inf  inf inf
6525 inf  inf inf
6526 inf  inf inf
6527 inf  inf inf
6528 inf  inf inf
6529 inf  inf inf
6530 inf  inf inf
6531 inf  inf inf
6532 inf  inf inf
6533 inf  inf inf
6534 inf  inf inf
6535 inf  inf inf
6536 inf  inf inf
6537 inf  inf inf
6538 inf  inf inf
6539 inf  inf inf
6540 inf  inf inf
6541 inf  inf inf
6542 inf  inf inf
6543 inf  inf inf
6544 inf  inf inf
6545 inf  inf inf
6546 inf  inf inf
6547 inf  inf inf
6548 inf  inf inf
6549 inf  inf inf
6550 inf  inf inf
6551 inf  inf inf
6552 inf  inf inf
6553 inf  inf inf
6554 inf  inf inf
6555 inf  inf inf
6556 inf  inf inf
6557 inf  inf inf
6558 inf  inf inf
6559 inf  inf inf
6560 inf  inf inf
6561 inf  inf inf
6562 inf  inf inf
6563 inf  inf inf
6564 inf  inf inf
6565 inf  inf inf
6566 inf  inf inf
6567 inf  inf inf
6568 inf  inf inf
6569 inf  inf inf
6570 inf  inf inf
6571 inf  inf inf
6572 inf  inf inf
6573 inf  inf inf
6574 inf  inf inf
6575 inf  inf inf
6576 inf  inf inf
6577 inf  inf inf
6578 inf  inf inf
6579 inf  inf inf
6580 inf  inf inf
6581 inf  inf inf
6582 inf  inf inf
6583 inf  inf inf
6584 inf  inf inf
6585 inf  inf inf
6586 inf  inf inf
6587 inf  inf inf
6588 inf  inf inf
6589 inf  inf inf
6590 inf  inf inf
6591 inf  inf inf
6592 inf  inf inf
6593 inf  inf inf
6594 inf  inf inf
6595 inf  inf inf
6596 inf  inf inf
6597 inf  inf inf
6598 inf  inf inf
6599 inf  inf inf
6600 inf  inf inf
6601 inf  inf inf
6602 inf  inf inf
6603 inf  inf inf
6604 inf  inf inf
6605 inf  inf inf
6606 inf  inf inf
6607 inf  inf inf
6608 inf  inf inf
6609 inf  inf inf
6610 inf  inf inf
6611 inf  inf inf
6612 inf  inf inf
6613 inf  inf inf
6614 inf  inf inf
6615 inf  inf inf
6616 inf  inf inf
6617 inf  inf inf
6618 inf  inf inf
6619 inf  inf inf
6620 inf  inf inf
6621 inf  inf inf
6622 inf  inf inf
6623 inf  inf inf
6624 inf  inf inf
6625 inf  inf inf
6626 inf  inf inf
6627 inf  inf inf
6628 inf  inf inf
6629 inf  inf inf
6630 inf  inf inf
6631 inf  inf inf
6632 inf  inf inf
6633 inf  inf inf
6634 inf  inf inf
6635 inf  inf inf
6636 inf  inf inf
6637 inf  inf inf
6638 inf  inf inf
6639 inf  inf inf
6640 inf  inf inf
6641 inf  inf inf
6642 inf  inf inf
6643 inf  inf inf
6644 inf  inf inf
6645 inf  inf inf
6646 inf  inf inf
6647 inf  inf inf
6648 inf  inf inf
6649 inf  inf inf
6650 inf  inf inf
6651 inf  inf inf
6652 inf  inf inf
6653 inf  inf inf
6654 inf  inf inf
6655 inf  inf inf
6656 inf  inf inf
6657 inf  inf inf
6658 inf  inf inf
6659 inf  inf inf
6660 inf  inf inf
6661 inf  inf inf
6662 inf  inf inf
6663 inf  inf inf
6664 inf  inf inf
6665 inf  inf inf
6666 inf  inf inf
6667 inf  inf inf
6668 inf  inf inf
6669 inf  inf inf
6670 inf  inf inf
6671 inf  inf inf
6672 inf  inf inf
6673 inf  inf inf
6674 inf  inf inf
6675 inf  inf inf
6676 inf  inf inf
6677 inf  inf inf
6678 inf  inf inf
6679 inf  inf inf
6680 inf  inf inf
6681 inf  inf inf
6682 inf  inf inf
6683 inf  inf inf
6684 inf  inf inf
6685 inf  inf inf
6686 inf  inf inf
6687 inf  inf inf
